DrugBankID	Targets	Fullname
DB07782	2428	4-AMINO-2-TRIFLUOROMETHYL-5-HYDROXYMETHYLPYRIMIDINE PYROPHOSPHATE
DB07783	3957	1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE
DB07784	6338	[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID
DB07785	3957	1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE
DB07786	3957	1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE
DB07787	3126	5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE
DB07788	1176	(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE
DB07789	6246	1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[(2Z)-5-(2-{[6-(1H-1,2,4-triazol-3-ylamino)pyrimidin-4-yl]amino}ethyl)-1,3-thiazol-2(3H)-ylidene]urea
DB07790	2240	N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE
DB07791	2240	4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE
DB07792	1152	(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE
DB07793	1152	(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE
DB07794	1176	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE
DB07795	6340, 3955	3,7,3',4'-TETRAHYDROXYFLAVONE
DB07796	54	(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE
DB07797	2901	N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA
DB07798	974	(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE
DB07800	239	N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE
DB07801	1422	N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide
DB07802	2236	3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE
DB07803	2478	2-phenyl-1H-imidazole-4-carboxylic acid
DB07804	239	5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE
DB07805	6598	3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE
DB07806	3722	(2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID
DB07807	1152	(3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL
DB07808	4629	(1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid
DB07809	54	4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE
DB07810	6599	3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE
DB07811	1540	N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide
DB07812	2116, 1721	N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide
DB07813	6600	GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE
DB07814	6601	GIBBERELLIN A3
DB07815	6601	GIBBERELLIN A4
DB07816	4785	N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID
DB07817	6602, 6603	1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea
DB07818	6604, 6605	(2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE
DB07819	6604, 6605	(2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE
DB07820	2901	6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL
DB07821	4604, 6606, 4175	(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE
DB07822	474	(1R)-1,2,2-TRIMETHYLPROPYL (S)-METHYLPHOSPHINATE
DB07823	4629, 2478	(2S)-2-[(3aR,4R,7S,7aS)-1,3-dioxooctahydro-2H-4,7-methanoisoindol-2-yl]propanoic acid
DB07824	4629, 2478	4-ethyl-5-methyl-2-(1H-tetrazol-5-yl)-1,2-dihydro-3H-pyrazol-3-one
DB07825	2478	(3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid
DB07826	2901	2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide
DB07827	1330	4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID
DB07829	1540	4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE
DB07830	952	(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE
DB07831	17	2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE
DB07832	1540	4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde
DB07833	1540	N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide
DB07834	1540	N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide
DB07835	1540	N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide
DB07836	6500	1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL
DB07837	6608	[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid
DB07838	6282	(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE
DB07839	2993	N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE
DB07840	3854	(E)-[4-(3,5-difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol
DB07841	4129, 1994, 4128, 6058, 853, 6575, 6576	GERANYLGERANYL DIPHOSPHATE
DB07842	238	(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid
DB07843	239	5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
DB07844	239	6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
DB07845	6292	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide
DB07846	474	1S,3AS,8AS-TRIMETHYL-1-OXIDO-1,2,3,3A,8,8A-HEXAHYDROPYRROLO[2,3-B]INDOL-5-YL 2-ETHYLPHENYLCARBAMATE
DB07847	239	6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE
DB07848	239	5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-SULFONAMIDE
DB07849	904	S-NONYL-CYSTEINE
DB07850	2478	(1R,2S)-2-(5-thioxo-4,5-dihydro-1H-1,2,4-triazol-3-yl)cyclohexanecarboxylic acid
DB07851	952	(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE
DB07852	6235, 2240	1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID
DB07853	6544, 6611, 6612	[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE
DB07854	6263, 6264	N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE
DB07855	6263, 6264	(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE
DB07856	6263, 6264	6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE
DB07857	6263, 6264	(2R)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE
DB07858	6263, 6264	(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE
DB07859	6263, 6264, 2116, 1721	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE
DB07860	6263, 6264	(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE
DB07861	6613	(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide
DB07862	6504	7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE
DB07863	6241, 238, 459	2-chloro-5-nitro-N-phenylbenzamide
DB07864	2901	4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE
DB07865	4629	3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one
DB07866	364	(5S)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one
DB07867	2901	6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE
DB07868	2901	6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE
DB07869	2901	6-CHLORO-4-(CYCLOHEXYLSULFINYL)-3-PROPYLQUINOLIN-2(1H)-ONE
DB07870	775	(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID
DB07871	2901	6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE
DB07872	239	5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide
DB07873	6058	(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)
DB07874	1406	(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one
DB07875	239	5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide
DB07876	6263, 6264, 1531	(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE
DB07877	3456, 1939	8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE
DB07878	2993	N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE
DB07879	6003	N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide
DB07880	3027	2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID
DB07881	4785	N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE
DB07882	6338	4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID
DB07883	4785	(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE
DB07884	2901	ISOPROPYL (2S)-2-ETHYL-7-FLUORO-3-OXO-3,4-DIHYDROQUINOXALINE-1(2H)-CARBOXYLATE
DB07885	3722	(S)-4-ISOPROPOXYCARBONYL-6-METHOXY-3-METHYLTHIOMETHYL-3,4-DIHYDROQUINOXALIN-2(1H)-THIONE
DB07886		(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione
DB07887	1547	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)BENZYL)GUANIDINE
DB07888	3384	3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER
DB07889	2240	1-(DIMETHYLAMINO)-3-(4-{{4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)PYRIMIDIN-2-YL]AMINO}PHENOXY)PROPAN-2-OL
DB07890	6568, 6569	4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID
DB07891	6615	4-{[(14beta,17alpha)-3-hydroxyestra-1,3,5(10)-trien-17-yl]oxy}-4-oxobutanoic acid
DB07892	2901	1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE
DB07893	6338	PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE
DB07894	6568, 6569	4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID
DB07895	4128, 4129	ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID
DB07896	6619	(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid
DB07897	54	1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE
DB07898	6620	2-(BUTYRYLOXY)-1-{[(TETRAHYDROXYPHOSPHORANYL)OXY]METHYL}ETHYL BUTYRATE
DB07899	6011	(2S) N-ACETYL-L-ALANYL-ALPHAL-PHENYLALANYL-CHLOROETHYLKETONE
DB07900	2154	3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE
DB07901	6621	5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE
DB07902	6621	TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE
DB07903	6621	3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE
DB07905	1176	(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione
DB07906	974	[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL
DB07907	6268, 5180	(2S)-2-HYDROXYOCTANOIC ACID
DB07908	6622	7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN
DB07909	6623, 4785, 6338	(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL
DB07910	2901, 864, 6624	PHENYLALANINDIOL
DB07911	6471, 6625	(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE
DB07912	6626	2-OXOHEPTYLPHOSPHONIC ACID
DB07913	2735	HOMOPHENYLALANINYLMETHANE
DB07914	6628, 6629	(2Z,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID
DB07915	6471	(2E,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID
DB07916	494	3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID
DB07917	2101	4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE
DB07918	605, 6462, 6463, 6464, 6630, 6631, 6632, 6633, 6634	2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE
DB07919	3941	7-METHOXY-1-METHYL-9H-BETA-CARBOLINE
DB07920	2203	N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide
DB07921	2203	2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide
DB07922	2203	N-oxo-2-(phenylsulfonylamino)ethanamide
DB07923	6320	octyl alpha-L-altropyranoside
DB07924	6320	octyl beta-D-galactopyranoside
DB07925	6568, 6569	4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID
DB07926	1167	N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE
DB07927	2478	3-{[(4-CARBOXY-2-HYDROXYANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID
DB07928	6635	N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE
DB07929	6283, 88	N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE
DB07930	6639	(3R)-3-HYDROXYDODECANOIC ACID
DB07931	139	4-[(1R,2S)-1-ethyl-2-(4-hydroxyphenyl)butyl]phenol
DB07932	136, 6241	dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate
DB07933	869, 136	(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL
DB07934	54	[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE
DB07935	6640	5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile
DB07936	2240	N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine
DB07937	6641	2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine
DB07938	6642	5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-chroman-5-yl]methyl]pyrimidine-2,4-diamine
DB07939	5754	N-(3-MERCAPTOPROPANOYL)-D-ALANINE
DB07940	3923	9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE
DB07941	1540	3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide
DB07942	1540	2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine
DB07943	1540	2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol
DB07944	54	N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE
DB07945		5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid
DB07946	54	N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide
DB07947	6263, 6264, 2116, 1721	ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE
DB07949	1152	({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID
DB07950	6270, 6269, 301	1H-INDOL-3-YLACETIC ACID
DB07951	6568, 6569	N-[1H-INDOL-3-YL-ACETYL]ASPARTIC ACID
DB07952	6568, 6569	N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID
DB07953	6568, 6569	N-[1H-INDOL-3-YL-ACETYL]VALINE ACID
DB07954	204, 2256, 779, 2358, 5360, 6216, 3806, 6037	3-ISOBUTYL-1-METHYLXANTHINE
DB07955	6260	(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE
DB07956	6260	[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER
DB07957	6260	METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE
DB07958	6270	(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID
DB07959	5790	3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE
DB07960	5482	5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID
DB07961	3722	1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA
DB07962		METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE
DB07963		N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE
DB07964	6256	(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE
DB07965	5839	6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE
DB07966	933	[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile
DB07967	5839	9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE
DB07968	10	N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA
DB07969	1144	3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol
DB07970	6644	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide
DB07971	6562	5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE
DB07972	6562	1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE
DB07973	239	N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE
DB07974	239	1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE
DB07975	424	2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID
DB07976	424	3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID
DB07977	424	3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID
DB07978	424	2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID
DB07979	6645	(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID
DB07980	6465	(2E)-1-[(6-chloropyridin-3-yl)methyl]-N-nitroimidazolidin-2-imine
DB07981	20	2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1R)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE
DB07982	2240	2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol
DB07983	20	1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID
DB07984	20	2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1S)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE
DB07985	3176	+/-METHYL 4-(AMINOIMINOMETHYL)-BETA-[3- INH (AMINOIMINO)PHENYL]BENZENE PENTANOATE
DB07986	1926	[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID
DB07987	1926	[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER
DB07988	1926	2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE
